MatchId,IdPeriod,Time,home_120_x,home_120_y,home_153_x,home_153_y,home_452_x,home_452_y,home_475_x,home_475_y,home_688_x,home_688_y,home_710_x,home_710_y,home_827_x,home_827_y,home_8_x,home_8_y,home_933_x,home_933_y,home_93_x,home_93_y,home_94_x,home_94_y,home_962_x,home_962_y,home_966_x,home_966_y,home_990_x,home_990_y,ball_x,ball_y
match_1,1,260,-190,-1580,,,2100,-1420,5270,-180,-560,-270,820,290,1090,2520,-640,1190,870,-550,,,2230,1810,,,2820,-340,560,-3180,770,-1600
match_1,1,270,-210,-1580,,,2110,-1450,5270,-180,-610,-300,810,270,1080,2530,-670,1180,870,-600,,,2230,1820,,,2820,-350,570,-3180,770,-1790
match_1,1,280,-230,-1580,,,2130,-1480,5260,-180,-650,-330,790,240,1070,2530,-690,1170,870,-650,,,2230,1820,,,2810,-360,580,-3190,760,-1970
match_1,1,290,-250,-1580,,,2140,-1510,5240,-190,-680,-350,770,210,1060,2540,-720,1160,880,-700,,,2220,1830,,,2810,-360,590,-3200,750,-2160
match_1,1,300,-270,-1590,,,2160,-1540,5230,-190,-730,-370,760,190,1050,2540,-750,1150,880,-750,,,2220,1830,,,2810,-370,610,-3210,740,-2340
match_1,1,310,-290,-1600,,,2170,-1580,5220,-200,-770,-400,740,160,1040,2540,-780,1140,880,-800,,,2210,1830,,,2800,-370,630,-3220,740,-2530
match_1,1,320,-310,-1610,,,2180,-1620,5210,-200,-810,-430,720,130,1020,2550,-800,1130,890,-850,,,2210,1830,,,2800,-380,650,-3240,730,-2720
match_1,1,330,-340,-1630,,,2200,-1660,5200,-200,-860,-470,710,110,1010,2550,-830,1120,890,-900,,,2210,1820,,,2800,-390,670,-3250,720,-2900
match_1,1,340,-360,-1650,,,2210,-1700,5190,-210,-910,-500,690,80,1000,2550,-850,1110,890,-950,,,2200,1820,,,2790,-390,690,-3260,710,-3090
match_1,1,350,-390,-1670,,,2220,-1740,5180,-210,-940,-530,680,60,980,2550,-870,1100,900,-1000,,,2200,1810,,,2790,-400,710,-3280,710,-3280
match_1,1,360,-410,-1700,,,2240,-1780,5160,-220,-980,-560,670,40,970,2550,-890,1090,900,-1050,,,2200,1800,,,2790,-410,730,-3290,720,-3280
match_1,1,370,-430,-1730,,,2250,-1820,5150,-220,-1020,-580,660,20,960,2550,-910,1080,900,-1090,,,2190,1780,,,2780,-420,750,-3310,740,-3290
match_1,1,380,-450,-1760,,,2260,-1860,5140,-230,-1060,-610,650,0,940,2550,-930,1070,900,-1140,,,2190,1770,,,2780,-420,770,-3320,760,-3290
match_1,1,390,-460,-1800,,,2270,-1910,5130,-230,-1090,-630,640,-20,930,2550,-950,1060,910,-1180,,,2190,1760,,,2780,-430,790,-3330,780,-3300
match_1,1,400,-480,-1830,,,2280,-1960,5120,-230,-1130,-650,630,-40,910,2550,-970,1050,910,-1220,,,2190,1750,,,2770,-440,810,-3340,800,-3310
match_1,1,410,-490,-1870,,,2290,-2010,5110,-240,-1170,-680,630,-60,900,2550,-980,1040,910,-1260,,,2200,1730,,,2770,-440,830,-3350,820,-3310
match_1,1,420,-490,-1910,,,2300,-2070,5100,-240,-1200,-700,620,-70,880,2550,-1000,1030,920,-1300,,,2200,1710,,,2770,-450,850,-3350,840,-3320
match_1,1,430,-500,-1950,,,2310,-2120,5080,-250,-1230,-710,610,-90,870,2550,-1010,1020,920,-1340,,,2210,1700,,,2770,-460,870,-3360,860,-3330
match_1,1,440,-500,-1990,,,2320,-2170,5070,-250,-1270,-730,600,-110,860,2540,-1020,1010,920,-1380,,,2230,1680,,,2770,-460,890,-3360,880,-3330
match_1,1,450,-500,-2030,,,2330,-2220,5060,-260,-1300,-750,600,-130,840,2540,-1040,1010,920,-1420,,,2240,1650,,,2770,-470,900,-3360,900,-3340
match_1,1,460,-500,-2070,,,2330,-2270,5050,-260,-1330,-760,590,-140,830,2540,-1050,1000,930,-1460,,,2260,1640,,,2780,-470,920,-3350,920,-3350
match_1,1,470,-500,-2100,,,2340,-2310,5040,-270,-1360,-770,580,-160,810,2540,-1060,990,930,-1490,,,2270,1620,,,2780,-480,940,-3350,1030,-3280
match_1,1,480,-500,-2140,,,2340,-2350,5020,-280,-1390,-780,570,-180,800,2540,-1070,990,930,-1530,,,2290,1610,,,2780,-480,950,-3350,1150,-3210
match_1,1,490,-500,-2180,,,2340,-2380,5010,-290,-1410,-790,570,-190,780,2540,-1080,980,940,-1570,,,2300,1600,,,2790,-480,960,-3340,1260,-3140
match_1,1,500,-500,-2210,,,2340,-2420,5000,-300,-1430,-800,580,-200,770,2540,-1090,980,940,-1610,,,2320,1590,,,2790,-480,970,-3330,1380,-3070
match_1,1,510,-500,-2240,,,2340,-2450,4990,-310,-1460,-810,590,-210,760,2540,-1100,980,940,-1650,,,2330,1590,,,2800,-480,980,-3330,1490,-3000
match_1,1,520,-500,-2270,,,2340,-2470,4970,-320,-1480,-810,600,-210,750,2540,-1100,980,950,-1690,,,2350,1580,,,2810,-490,980,-3320,1610,-2940
match_1,1,530,-510,-2300,,,2330,-2500,4960,-320,-1500,-810,620,-210,730,2540,-1110,980,960,-1720,,,2360,1580,,,2820,-480,990,-3310,1730,-2870
match_1,1,540,-520,-2330,,,2330,-2520,4950,-330,-1520,-810,650,-210,720,2540,-1120,980,970,-1750,,,2370,1580,,,2820,-480,990,-3300,1840,-2800
match_1,1,550,-520,-2360,,,2320,-2530,4930,-340,-1530,-810,680,-200,710,2540,-1120,980,980,-1770,,,2380,1570,,,2830,-480,980,-3300,1960,-2730
match_1,1,560,-530,-2380,,,2320,-2530,4920,-340,-1520,-800,710,-190,700,2540,-1130,990,1000,-1800,,,2390,1570,,,2840,-480,980,-3290,2070,-2660
match_1,1,570,-550,-2400,,,2320,-2530,4910,-350,-1520,-790,740,-180,690,2550,-1130,990,1010,-1810,,,2390,1570,,,2860,-480,970,-3280,2190,-2590
match_1,1,580,-560,-2420,,,2310,-2530,4890,-350,-1510,-780,780,-180,680,2550,-1140,1000,1030,-1830,,,2400,1570,,,2870,-470,960,-3280,2310,-2530
match_1,1,590,-580,-2430,,,2310,-2520,4880,-360,-1500,-770,810,-170,670,2560,-1140,1010,1060,-1840,,,2410,1560,,,2880,-470,950,-3270,2310,-2500
match_1,1,600,-600,-2450,,,2310,-2520,4870,-360,-1490,-760,840,-160,660,2560,-1140,1020,1080,-1860,,,2420,1560,,,2890,-460,940,-3260,2310,-2480
match_1,1,610,-610,-2460,,,2310,-2520,4850,-360,-1470,-750,870,-150,650,2570,-1140,1030,1100,-1870,,,2440,1560,,,2900,-460,930,-3260,2310,-2460
match_1,1,620,-630,-2460,,,2310,-2510,4840,-370,-1460,-750,900,-140,640,2580,-1150,1040,1120,-1890,,,2450,1550,,,2920,-450,920,-3250,2310,-2440
match_1,1,630,-650,-2470,,,2310,-2490,4830,-370,-1440,-740,930,-140,630,2590,-1150,1050,1140,-1900,,,2470,1550,,,2930,-450,900,-3240,2320,-2420
match_1,1,640,-670,-2470,,,2310,-2470,4820,-370,-1420,-730,960,-130,620,2600,-1140,1060,1160,-1920,,,2490,1550,,,2940,-440,890,-3240,2320,-2400
match_1,1,650,-690,-2470,,,2310,-2440,4810,-370,-1400,-720,990,-120,620,2600,-1140,1070,1180,-1930,,,2510,1540,,,2960,-430,870,-3230,2320,-2380
match_1,1,660,-710,-2470,,,2310,-2410,4800,-360,-1380,-720,1020,-110,610,2610,-1140,1080,1200,-1950,,,2530,1540,,,2970,-420,860,-3220,2320,-2360
match_1,1,670,-740,-2470,,,2320,-2380,4790,-360,-1360,-710,1040,-100,600,2620,-1130,1100,1230,-1960,,,2540,1550,,,2980,-410,840,-3220,2330,-2340
match_1,1,680,-750,-2460,,,2320,-2350,4790,-360,-1340,-710,1060,-90,590,2630,-1130,1110,1250,-1970,,,2550,1560,,,3000,-400,830,-3210,2330,-2320
match_1,1,690,-770,-2460,,,2330,-2320,4780,-360,-1310,-700,1080,-80,590,2640,-1120,1130,1260,-1970,,,2560,1560,,,3010,-390,810,-3200,2330,-2300
match_1,1,700,-790,-2450,,,2330,-2290,4770,-350,-1290,-700,1100,-70,580,2650,-1120,1140,1280,-1950,,,2570,1570,,,3020,-380,800,-3200,2330,-2280
match_1,1,710,-810,-2440,,,2340,-2260,4770,-350,-1270,-690,1120,-60,570,2670,-1110,1160,1290,-1940,,,2580,1580,,,3040,-370,790,-3190,2340,-2260
match_1,1,720,-830,-2420,,,2340,-2220,4760,-340,-1250,-690,1140,-50,570,2680,-1100,1170,1310,-1920,,,2590,1590,,,3050,-360,770,-3190,2400,-2110
match_1,1,730,-840,-2410,,,2350,-2190,4760,-340,-1220,-680,1160,-40,560,2690,-1090,1190,1320,-1890,,,2600,1600,,,3070,-350,760,-3180,2460,-1970
match_1,1,740,-860,-2390,,,2350,-2170,4760,-330,-1200,-670,1180,-30,550,2700,-1090,1210,1340,-1880,,,2610,1610,,,3080,-340,750,-3170,2520,-1820
match_1,1,750,-870,-2370,,,2360,-2150,4760,-330,-1180,-660,1200,-20,550,2710,-1080,1230,1350,-1850,,,2620,1620,,,3090,-330,740,-3170,2580,-1680
match_1,1,760,-880,-2350,,,2360,-2140,4750,-320,-1160,-650,1220,-10,540,2730,-1070,1250,1360,-1830,,,2630,1640,,,3110,-320,730,-3160,2640,-1530
match_1,1,770,-900,-2330,,,2370,-2140,4750,-320,-1140,-640,1240,10,530,2740,-1060,1260,1370,-1800,,,2640,1650,,,3120,-310,720,-3160,2700,-1390
match_1,1,780,-910,-2310,,,2380,-2130,4750,-310,-1120,-620,1260,30,530,2750,-1050,1280,1380,-1770,,,2650,1660,,,3130,-300,710,-3150,2760,-1240
match_1,1,790,-920,-2280,,,2380,-2120,4760,-310,-1110,-600,1280,50,520,2770,-1040,1300,1400,-1740,,,2660,1670,,,3150,-290,700,-3150,2820,-1100
match_1,1,800,-920,-2260,,,2390,-2120,4760,-310,-1090,-590,1310,80,510,2780,-1030,1320,1410,-1710,,,2670,1680,,,3160,-280,690,-3150,2880,-950
match_1,1,810,-930,-2230,,,2400,-2120,4760,-300,-1070,-570,1330,110,510,2800,-1020,1350,1420,-1670,,,2690,1690,,,3170,-270,680,-3140,2940,-810
match_1,1,820,-940,-2200,,,2410,-2120,4760,-300,-1050,-550,1350,140,500,2810,-1010,1370,1430,-1640,,,2700,1700,,,3180,-260,670,-3140,3000,-660
match_1,1,830,-940,-2180,,,2420,-2120,4770,-300,-1040,-530,1370,170,500,2830,-1000,1390,1440,-1600,,,2710,1710,,,3180,-250,650,-3140,3060,-520
match_1,1,840,-950,-2150,,,2430,-2120,4770,-300,-1020,-500,1400,210,490,2840,-990,1410,1460,-1560,,,2720,1720,,,3190,-240,640,-3130,3120,-370
match_1,1,850,-950,-2120,,,2440,-2120,4770,-300,-1010,-480,1420,240,490,2860,-980,1430,1470,-1530,,,2740,1740,,,3190,-230,630,-3130,3190,-230
match_1,1,860,-950,-2090,,,2460,-2130,4780,-300,-1000,-460,1440,270,480,2870,-970,1460,1490,-1490,,,2750,1750,,,3200,-220,620,-3130,3180,-220
match_1,1,870,-950,-2070,,,2470,-2130,4780,-300,-980,-440,1470,290,480,2890,-960,1480,1500,-1450,,,2760,1760,,,3200,-210,610,-3130,3180,-210
match_1,1,880,-950,-2040,,,2480,-2140,4790,-300,-970,-410,1490,320,480,2910,-950,1500,1520,-1420,,,2770,1770,,,3190,-200,600,-3130,3170,-200
match_1,1,890,-950,-2010,,,2500,-2140,4790,-300,-960,-390,1520,340,470,2920,-940,1520,1540,-1380,,,2780,1790,,,3190,-190,590,-3140,3170,-190
match_1,1,900,-950,-1980,,,2510,-2150,4800,-310,-950,-360,1550,360,470,2940,-920,1540,1560,-1350,,,2790,1800,,,3190,-180,580,-3140,3160,-190
match_1,1,910,-940,-1950,,,2530,-2150,4800,-310,-940,-340,1580,380,470,2950,-910,1560,1580,-1310,,,2800,1810,,,3180,-170,570,-3140,3160,-180
match_1,1,920,-940,-1930,,,2550,-2160,4800,-310,-930,-320,1610,400,470,2970,-900,1580,1610,-1280,,,2800,1830,,,3170,-170,560,-3150,3150,-170
match_1,1,930,-930,-1900,,,2560,-2160,4810,-320,-920,-300,1640,410,470,2980,-890,1600,1630,-1250,,,2810,1840,,,3170,-160,550,-3150,3150,-160
match_1,1,940,-920,-1870,,,2580,-2170,4810,-320,-910,-280,1670,430,470,2990,-870,1620,1650,-1210,,,2810,1860,,,3160,-150,550,-3160,3140,-160
match_1,1,950,-910,-1840,,,2590,-2170,4810,-330,-910,-250,1700,440,470,3010,-860,1640,1680,-1180,,,2820,1870,,,3150,-140,540,-3160,3140,-150
match_1,1,960,-900,-1810,,,2600,-2180,4820,-330,-900,-230,1730,450,470,3020,-840,1650,1710,-1150,,,2820,1890,,,3150,-140,540,-3170,3130,-140
match_1,1,970,-890,-1790,,,2620,-2180,4820,-340,-890,-220,1770,460,470,3030,-830,1670,1730,-1120,,,2820,1900,,,3140,-130,530,-3170,3130,-130
match_1,1,980,-880,-1760,,,2630,-2190,4820,-340,-880,-200,1800,470,470,3040,-810,1680,1760,-1100,,,2820,1920,,,3130,-130,530,-3180,3130,-130
match_1,1,990,-860,-1730,,,2640,-2200,4820,-350,-870,-180,1840,470,470,3050,-800,1690,1790,-1070,,,2820,1930,,,3130,-130,520,-3180,3130,-130
match_1,1,1000,-850,-1710,,,2650,-2210,4820,-360,-860,-170,1870,470,480,3050,-780,1700,1820,-1050,,,2820,1950,,,3130,-130,520,-3180,3130,-130
match_1,1,1010,-830,-1690,,,2660,-2220,4820,-370,-860,-150,1900,480,480,3060,-770,1710,1850,-1030,,,2820,1960,,,3130,-130,510,-3190,3130,-130
match_1,1,1020,-810,-1670,,,2670,-2230,4820,-380,-850,-140,1940,480,480,3070,-750,1720,1880,-1010,,,2820,1970,,,3120,-130,510,-3190,3130,-130
match_1,1,1030,-790,-1650,,,2680,-2240,4820,-390,-830,-130,1970,480,480,3070,-740,1720,1910,-990,,,2820,1980,,,3130,-130,510,-3200,3130,-130
match_1,1,1040,-770,-1630,,,2690,-2260,4820,-400,-820,-120,2000,470,480,3080,-730,1730,1940,-980,,,2820,1990,,,3130,-140,500,-3200,3130,-130
match_1,1,1050,-750,-1610,,,2690,-2280,4820,-410,-810,-110,2030,470,480,3080,-710,1730,1970,-960,,,2820,2000,,,3130,-140,500,-3210,3130,-140
match_1,1,1060,-730,-1600,,,2700,-2300,4830,-430,-800,-100,2050,460,480,3080,-700,1730,2000,-950,,,2820,2010,,,3140,-150,500,-3210,3110,-290
match_1,1,1070,-710,-1590,,,2710,-2320,4830,-440,-780,-90,2080,460,480,3080,-690,1730,2030,-940,,,2810,2010,,,3140,-150,500,-3220,3090,-440
match_1,1,1080,-680,-1570,,,2710,-2340,4830,-460,-760,-90,2100,450,480,3080,-680,1720,2060,-940,,,2810,2020,,,3150,-160,500,-3230,3070,-590
match_1,1,1090,-660,-1570,,,2720,-2370,4830,-480,-750,-80,2120,430,480,3080,-660,1720,2090,-940,,,2810,2020,,,3160,-170,510,-3230,3060,-740
match_1,1,1100,-630,-1560,,,2730,-2400,4830,-500,-730,-80,2140,420,470,3080,-650,1710,2120,-940,,,2810,2020,,,3170,-170,510,-3240,3040,-900
match_1,1,1110,-600,-1550,,,2740,-2420,4840,-520,-710,-80,2150,410,470,3080,-640,1710,2150,-940,,,2810,2020,,,3190,-180,520,-3250,3020,-1050
match_1,1,1120,-580,-1540,,,2740,-2450,4840,-550,-690,-80,2170,390,470,3080,-630,1700,2180,-950,,,2810,2010,,,3200,-190,530,-3250,3010,-1200
match_1,1,1130,-550,-1540,,,2750,-2480,4850,-570,-670,-90,2180,370,460,3080,-620,1690,2200,-960,,,2800,2010,,,3210,-200,540,-3260,2990,-1350
match_1,1,1140,-520,-1540,,,2760,-2510,4850,-600,-650,-90,2180,360,460,3080,-620,1680,2230,-970,,,2800,2000,,,3230,-200,550,-3270,2970,-1510
match_1,1,1150,-480,-1540,,,2770,-2540,4860,-620,-630,-100,2190,340,460,3070,-610,1670,2250,-990,,,2800,1990,,,3250,-210,570,-3280,2950,-1660
match_1,1,1160,-450,-1540,,,2780,-2570,4870,-650,-600,-110,2190,320,450,3070,-600,1660,2270,-1010,,,2790,1980,,,3260,-220,580,-3290,2940,-1810
match_1,1,1170,-420,-1540,,,2790,-2600,4870,-680,-580,-130,2190,300,440,3070,-590,1640,2290,-1040,,,2790,1970,,,3280,-230,600,-3300,2920,-1960
match_1,1,1180,-380,-1540,,,2800,-2630,4880,-710,-560,-140,2190,280,440,3060,-590,1630,2310,-1070,,,2790,1960,,,3300,-240,620,-3310,2900,-2120
match_1,1,1190,-350,-1550,,,2810,-2650,4890,-730,-540,-160,2190,260,430,3060,-580,1610,2320,-1100,,,2790,1950,,,3320,-260,640,-3310,2890,-2270
match_1,1,1200,-310,-1560,,,2830,-2680,4900,-760,-520,-180,2180,240,420,3060,-580,1590,2340,-1130,,,2790,1930,,,3340,-270,660,-3320,2870,-2420
match_1,1,1210,-270,-1570,,,2840,-2700,4910,-790,-490,-200,2170,220,410,3050,-570,1570,2350,-1170,,,2780,1920,,,3350,-280,680,-3330,2850,-2570
match_1,1,1220,-230,-1580,,,2840,-2730,4920,-820,-470,-220,2160,200,410,3050,-570,1560,2360,-1210,,,2780,1910,,,3370,-300,700,-3340,2840,-2730
match_1,1,1230,-190,-1600,,,2850,-2750,4920,-850,-450,-250,2160,180,400,3040,-560,1530,2370,-1250,,,2780,1890,,,3380,-310,730,-3340,2830,-2730
match_1,1,1240,-150,-1610,,,2860,-2760,4930,-880,-430,-270,2140,160,390,3040,-560,1500,2370,-1290,,,2780,1870,,,3400,-330,750,-3350,2830,-2740
match_1,1,1250,-110,-1630,,,2860,-2780,4940,-910,-410,-300,2130,140,380,3040,-550,1470,2380,-1340,,,2780,1860,,,3410,-350,770,-3350,2830,-2740
match_1,1,1260,-70,-1650,,,2870,-2790,4950,-930,-390,-330,2120,120,370,3030,-550,1440,2380,-1380,,,2780,1840,,,3420,-360,790,-3360,2830,-2750
match_1,1,1270,-40,-1660,,,2870,-2810,4960,-960,-370,-360,2110,100,360,3030,-540,1400,2380,-1420,,,2780,1830,,,3430,-380,820,-3360,2830,-2750
match_1,1,1280,0,-1680,,,2870,-2810,4970,-990,-350,-390,2100,90,350,3030,-540,1370,2390,-1470,,,2790,1810,,,3440,-390,840,-3360,2830,-2760
match_1,1,1290,40,-1700,,,2870,-2820,4980,-1010,-330,-420,2090,70,340,3020,-530,1330,2390,-1510,,,2790,1790,,,3450,-410,860,-3370,2830,-2770
match_1,1,1300,80,-1720,,,2860,-2820,4990,-1030,-320,-450,2080,50,330,3020,-520,1290,2390,-1550,,,2790,1780,,,3450,-420,870,-3370,2820,-2770
match_1,1,1310,130,-1740,,,2860,-2830,5000,-1050,-300,-480,2070,40,320,3020,-510,1250,2390,-1600,,,2790,1760,,,3460,-440,890,-3370,2820,-2780
match_1,1,1320,180,-1760,,,2850,-2820,5000,-1070,-280,-510,2050,20,310,3020,-500,1210,2390,-1640,,,2790,1750,,,3460,-450,900,-3370,2820,-2780
match_1,1,1330,230,-1780,,,2850,-2820,5010,-1090,-270,-540,2050,10,300,3010,-490,1170,2400,-1680,,,2800,1730,,,3460,-470,910,-3370,2820,-2790
match_1,1,1340,280,-1800,,,2840,-2820,5020,-1110,-250,-570,2040,-10,290,3010,-480,1130,2400,-1720,,,2800,1720,,,3460,-480,920,-3370,2820,-2790
match_1,1,1350,320,-1810,,,2830,-2810,5020,-1130,-240,-590,2030,-20,280,3010,-470,1090,2400,-1760,,,2800,1700,,,3460,-490,930,-3370,2820,-2800
match_1,1,1360,360,-1830,,,2820,-2810,5030,-1140,-220,-620,2020,-40,270,3010,-450,1050,2400,-1790,,,2800,1690,,,3460,-500,930,-3370,2820,-2810
match_1,1,1370,400,-1840,,,2820,-2800,5030,-1150,-210,-650,2010,-50,260,3010,-440,1020,2400,-1830,,,2810,1670,,,3460,-510,930,-3370,2670,-2750
match_1,1,1380,440,-1850,,,2810,-2800,5040,-1160,-200,-670,2010,-70,250,3010,-420,980,2400,-1860,,,2810,1660,,,3450,-520,930,-3380,2520,-2690
match_1,1,1390,470,-1860,,,2800,-2790,5040,-1170,-180,-690,2000,-80,240,3000,-410,940,2400,-1900,,,2810,1640,,,3450,-530,930,-3370,2370,-2630
match_1,1,1400,520,-1870,,,2790,-2780,5040,-1170,-170,-710,2000,-90,230,3000,-390,910,2400,-1930,,,2810,1630,,,3450,-540,920,-3370,2220,-2570
match_1,1,1410,560,-1890,,,2780,-2770,5040,-1180,-150,-730,1990,-110,220,3000,-370,880,2400,-1960,,,2810,1620,,,3440,-550,910,-3370,2080,-2510
match_1,1,1420,610,-1900,,,2780,-2770,5040,-1180,-140,-750,1990,-120,210,3000,-360,840,2390,-1990,,,2810,1600,,,3440,-550,900,-3370,1930,-2450
match_1,1,1430,650,-1920,,,2770,-2760,5040,-1180,-120,-770,1980,-130,200,3000,-340,810,2380,-2010,,,2810,1590,,,3430,-560,880,-3370,1780,-2400
match_1,1,1440,700,-1940,,,2760,-2750,5040,-1180,-100,-780,1980,-150,190,3000,-330,780,2370,-2040,,,2800,1570,,,3420,-570,850,-3370,1630,-2340
match_1,1,1450,740,-1960,,,2750,-2740,5040,-1180,-80,-800,1970,-160,190,2990,-310,750,2350,-2060,,,2800,1560,,,3420,-570,820,-3360,1490,-2280
match_1,1,1460,780,-1980,,,2740,-2740,5040,-1170,-60,-810,1970,-180,180,2990,-300,720,2340,-2090,,,2800,1550,,,3410,-580,780,-3350,1340,-2220
match_1,1,1470,820,-2000,,,2730,-2730,5040,-1170,-50,-820,1960,-190,170,2990,-290,690,2320,-2110,,,2790,1530,,,3400,-580,740,-3340,1190,-2160
match_1,1,1480,860,-2020,,,2710,-2720,5030,-1160,-30,-840,1960,-200,160,2980,-280,670,2300,-2120,,,2790,1520,,,3390,-590,690,-3330,1040,-2100
match_1,1,1490,900,-2050,,,2700,-2720,5030,-1150,-10,-850,1950,-210,150,2980,-270,640,2270,-2140,,,2780,1510,,,3380,-590,640,-3320,900,-2050
match_1,1,1500,940,-2070,,,2690,-2710,5020,-1140,0,-860,1950,-230,140,2970,-260,610,2250,-2160,,,2780,1500,,,3370,-600,590,-3310,860,-2280
match_1,1,1510,980,-2100,,,2670,-2700,5020,-1130,20,-870,1940,-240,130,2970,-260,590,2220,-2170,,,2770,1480,,,3360,-600,540,-3300,920,-2320
match_1,1,1520,1020,-2140,,,2650,-2690,5010,-1120,30,-880,1930,-250,120,2960,-250,560,2190,-2180,,,2760,1470,,,3350,-600,490,-3290,980,-2360
match_1,1,1530,1050,-2170,,,2630,-2690,5010,-1110,40,-900,1930,-260,110,2960,-250,530,2160,-2200,,,2750,1460,,,3340,-600,450,-3270,1050,-2400
match_1,1,1540,1080,-2200,,,2610,-2680,5000,-1100,40,-910,1920,-280,100,2950,-250,510,2130,-2210,,,2740,1450,,,3330,-600,400,-3260,1110,-2440
