MatchId,IdPeriod,Time,away_148_x,away_148_y,away_205_x,away_205_y,away_20_x,away_20_y,away_342_x,away_342_y,away_465_x,away_465_y,away_521_x,away_521_y,away_543_x,away_543_y,away_672_x,away_672_y,away_682_x,away_682_y,away_6_x,away_6_y,away_728_x,away_728_y,away_73_x,away_73_y,away_898_x,away_898_y,away_961_x,away_961_y,ball_x,ball_y
match_3,1,350,1620,940,1540,-2540,890,3060,2220,1670,,,-620,1690,,,410,670,1080,-300,2540,-1000,-1410,-20,4050,160,-300,-2510,,,1610,900
match_3,1,360,1610,940,1530,-2530,890,3070,2210,1690,,,-630,1690,,,400,690,1070,-300,2550,-1010,-1450,-20,4050,170,-300,-2500,,,1600,900
match_3,1,370,1600,930,1520,-2530,890,3080,2210,1700,,,-650,1690,,,390,700,1070,-300,2560,-1020,-1490,-10,4040,170,-290,-2490,,,1590,910
match_3,1,380,1590,930,1510,-2520,890,3090,2210,1720,,,-660,1680,,,380,720,1060,-300,2570,-1030,-1540,10,4040,180,-290,-2480,,,1580,910
match_3,1,390,1580,920,1500,-2520,890,3100,2210,1730,,,-680,1680,,,370,730,1050,-290,2580,-1040,-1580,20,4030,180,-280,-2470,,,1580,920
match_3,1,400,1570,910,1490,-2510,880,3120,2210,1750,,,-690,1670,,,360,740,1040,-290,2580,-1060,-1620,40,4030,180,-270,-2460,,,1620,820
match_3,1,410,1560,900,1490,-2510,880,3130,2220,1770,,,-700,1660,,,340,750,1030,-290,2590,-1070,-1650,50,4030,180,-260,-2450,,,1670,720
match_3,1,420,1550,890,1480,-2510,880,3140,2230,1790,,,-710,1650,,,330,760,1020,-290,2600,-1080,-1680,60,4030,170,-250,-2440,,,1710,620
match_3,1,430,1540,880,1470,-2510,880,3140,2230,1810,,,-720,1640,,,310,760,1010,-290,2600,-1090,-1710,60,4030,160,-240,-2430,,,1760,530
match_3,1,440,1520,870,1460,-2510,880,3140,2230,1830,,,-720,1630,,,300,760,1000,-290,2610,-1100,-1730,70,4040,140,-220,-2420,,,1800,430
match_3,1,450,1510,850,1460,-2510,870,3150,2230,1850,,,-730,1620,,,280,770,990,-290,2620,-1120,-1750,70,4050,120,-210,-2410,,,1850,330
match_3,1,460,1500,840,1450,-2510,870,3150,2240,1860,,,-730,1600,,,270,760,980,-300,2620,-1130,-1760,60,4050,110,-190,-2400,,,1890,230
match_3,1,470,1490,820,1450,-2510,870,3150,2250,1870,,,-740,1580,,,250,760,970,-300,2630,-1150,-1770,60,4060,90,-170,-2390,,,1940,140
match_3,1,480,1470,810,1450,-2520,870,3150,2260,1880,,,-740,1560,,,240,760,960,-310,2630,-1160,-1770,60,4070,60,-150,-2380,,,1990,40
match_3,1,490,1460,790,1450,-2530,870,3160,2260,1890,,,-740,1540,,,220,750,950,-310,2640,-1170,-1770,50,4080,40,-130,-2370,,,2030,-50
match_3,1,500,1450,780,1450,-2540,870,3160,2250,1900,,,-740,1520,,,200,740,940,-320,2640,-1190,-1760,40,4100,20,-120,-2360,,,2080,-150
match_3,1,510,1440,760,1440,-2550,870,3160,2240,1900,,,-740,1500,,,190,730,940,-330,2640,-1200,-1750,30,4110,-10,-100,-2350,,,2120,-240
match_3,1,520,1430,750,1430,-2570,870,3160,2230,1910,,,-740,1480,,,170,730,930,-340,2640,-1220,-1750,20,4120,-30,-80,-2340,,,2170,-340
match_3,1,530,1420,730,1430,-2590,870,3150,2220,1910,,,-740,1450,,,160,720,930,-350,2650,-1230,-1730,10,4140,-50,-60,-2330,,,2210,-440
match_3,1,540,1420,710,1410,-2610,870,3150,2210,1910,,,-740,1430,,,140,700,920,-360,2650,-1240,-1720,-10,4150,-80,-40,-2310,,,2260,-540
match_3,1,550,1420,680,1400,-2630,880,3150,2190,1910,,,-740,1410,,,130,690,920,-370,2650,-1260,-1710,-20,4170,-100,-20,-2300,,,2310,-630
match_3,1,560,1420,650,1370,-2660,880,3140,2180,1910,,,-740,1380,,,110,680,920,-380,2650,-1270,-1680,-50,4180,-120,10,-2290,,,2350,-730
match_3,1,570,1420,620,1340,-2680,880,3140,2180,1900,,,-730,1360,,,100,670,920,-400,2650,-1280,-1660,-70,4200,-150,30,-2270,,,2400,-830
match_3,1,580,1430,590,1310,-2710,880,3130,2170,1900,,,-730,1330,,,80,650,920,-410,2640,-1290,-1640,-100,4210,-170,50,-2260,,,2440,-930
match_3,1,590,1440,560,1280,-2750,880,3130,2170,1900,,,-730,1310,,,70,640,920,-430,2640,-1300,-1620,-120,4220,-190,70,-2240,,,2490,-1020
match_3,1,600,1450,520,1260,-2780,890,3120,2170,1900,,,-730,1280,,,60,620,920,-450,2640,-1310,-1600,-140,4240,-210,90,-2230,,,2530,-1120
match_3,1,610,1450,490,1240,-2830,890,3110,2160,1890,,,-720,1260,,,40,600,920,-460,2640,-1310,-1570,-170,4250,-220,110,-2210,,,2580,-1220
match_3,1,620,1460,460,1240,-2870,890,3100,2160,1890,,,-720,1240,,,30,580,930,-480,2630,-1320,-1550,-190,4260,-240,130,-2200,,,2630,-1320
match_3,1,630,1470,420,1240,-2920,890,3090,2150,1890,,,-720,1210,,,10,560,930,-500,2630,-1330,-1530,-220,4270,-260,150,-2180,,,2460,-1250
match_3,1,640,1480,390,1250,-2960,900,3070,2150,1880,,,-710,1190,,,0,540,940,-520,2630,-1330,-1510,-240,4280,-270,160,-2160,,,2300,-1190
match_3,1,650,1490,360,1260,-3000,900,3060,2150,1880,,,-710,1170,,,-10,520,940,-540,2630,-1340,-1490,-270,4290,-280,180,-2150,,,2140,-1120
match_3,1,660,1500,320,1270,-3030,900,3050,2140,1870,,,-710,1150,,,-30,500,950,-560,2620,-1340,-1470,-290,4300,-300,190,-2130,,,1970,-1060
match_3,1,670,1510,290,1290,-3070,900,3030,2140,1850,,,-710,1120,,,-40,470,960,-580,2620,-1350,-1450,-310,4310,-310,200,-2120,,,1810,-1000
match_3,1,680,1520,260,1300,-3110,910,3020,2140,1840,,,-700,1100,,,-50,450,970,-600,2620,-1350,-1430,-330,4310,-310,210,-2100,,,1650,-930
match_3,1,690,1530,220,1310,-3150,910,3000,2140,1830,,,-700,1080,,,-60,420,970,-620,2620,-1360,-1410,-350,4320,-320,220,-2080,,,1480,-870
match_3,1,700,1550,190,1320,-3180,910,2990,2140,1810,,,-700,1070,,,-70,400,980,-640,2620,-1360,-1390,-370,4320,-330,230,-2070,,,1320,-800
match_3,1,710,1560,150,1330,-3210,910,2970,2140,1800,,,-690,1050,,,-80,380,990,-660,2620,-1360,-1370,-400,4330,-330,240,-2050,,,1160,-740
match_3,1,720,1580,120,1340,-3230,920,2960,2150,1790,,,-690,1030,,,-90,350,1000,-680,2610,-1360,-1350,-410,4330,-340,240,-2030,,,1000,-680
match_3,1,730,1600,90,1340,-3250,920,2940,2150,1770,,,-680,1010,,,-100,330,1000,-700,2610,-1370,-1330,-430,4330,-340,250,-2010,,,1000,-700
match_3,1,740,1610,50,1350,-3270,920,2930,2160,1760,,,-680,1000,,,-100,310,1010,-730,2610,-1370,-1310,-450,4340,-340,260,-1990,,,1010,-720
match_3,1,750,1630,20,1350,-3280,920,2910,2160,1740,,,-670,980,,,-110,290,1020,-750,2610,-1380,-1300,-460,4340,-340,260,-1950,,,1020,-750
match_3,1,760,1640,-10,1360,-3280,920,2890,2170,1720,,,-670,960,,,-110,260,1030,-770,2610,-1380,-1280,-480,4340,-350,270,-1920,,,1030,-770
match_3,1,770,1660,-30,1370,-3290,920,2880,2180,1700,,,-660,950,,,-120,240,1040,-800,2610,-1390,-1260,-490,4340,-350,280,-1880,,,1040,-800
match_3,1,780,1680,-50,1370,-3290,930,2860,2190,1670,,,-660,930,,,-120,220,1050,-820,2610,-1390,-1250,-510,4340,-350,290,-1830,,,1050,-840
match_3,1,790,1690,-60,1380,-3290,930,2840,2200,1650,,,-650,910,,,-120,200,1060,-850,2600,-1400,-1230,-520,4340,-340,310,-1790,,,1060,-880
match_3,1,800,1710,-70,1390,-3300,930,2820,2210,1620,,,-640,900,,,-130,180,1070,-880,2600,-1410,-1220,-540,4340,-340,320,-1750,,,1070,-920
match_3,1,810,1730,-80,1400,-3300,930,2800,2220,1600,,,-640,880,,,-130,160,1080,-910,2600,-1420,-1200,-560,4350,-340,340,-1710,,,1080,-960
match_3,1,820,1740,-90,1410,-3290,940,2780,2230,1580,,,-630,860,,,-130,150,1090,-940,2600,-1420,-1180,-580,4350,-340,360,-1670,,,1090,-1000
match_3,1,830,1760,-100,1420,-3290,940,2760,2240,1570,,,-620,840,,,-130,130,1100,-970,2600,-1430,-1170,-600,4350,-330,370,-1640,,,1100,-1040
match_3,1,840,1770,-100,1430,-3280,950,2730,2240,1560,,,-610,820,,,-130,110,1120,-1000,2600,-1440,-1150,-620,4350,-330,390,-1620,,,1110,-1080
match_3,1,850,1790,-110,1450,-3280,960,2710,2250,1550,,,-610,800,,,-130,90,1130,-1040,2600,-1450,-1140,-630,4360,-330,420,-1610,,,1120,-1120
match_3,1,860,1810,-120,1460,-3270,970,2690,2250,1550,,,-600,780,,,-130,70,1140,-1070,2610,-1460,-1130,-630,4360,-320,450,-1600,,,1140,-1170
match_3,1,870,1820,-130,1470,-3260,980,2660,2250,1540,,,-590,760,,,-130,60,1150,-1100,2610,-1470,-1120,-620,4370,-320,490,-1590,,,1190,-1190
match_3,1,880,1840,-130,1490,-3250,990,2640,2250,1540,,,-580,740,,,-130,40,1170,-1130,2620,-1480,-1110,-630,4380,-310,520,-1590,,,1250,-1210
match_3,1,890,1860,-140,1500,-3240,1000,2610,2250,1530,,,-560,720,,,-130,30,1180,-1150,2620,-1480,-1100,-630,4390,-310,560,-1590,,,1300,-1240
match_3,1,900,1870,-150,1520,-3230,1010,2590,2250,1520,,,-550,700,,,-120,10,1190,-1180,2630,-1490,-1090,-630,4400,-300,590,-1590,,,1360,-1260
match_3,1,910,1890,-160,1540,-3220,1020,2570,2250,1500,,,-540,680,,,-120,0,1210,-1200,2640,-1490,-1070,-630,4410,-300,630,-1590,,,1410,-1290
match_3,1,920,1920,-170,1560,-3200,1040,2540,2240,1490,,,-520,670,,,-110,-20,1220,-1220,2650,-1490,-1050,-640,4430,-300,660,-1600,,,1470,-1310
match_3,1,930,1950,-180,1590,-3190,1060,2510,2240,1470,,,-500,650,,,-100,-30,1240,-1240,2660,-1490,-1030,-650,4450,-290,700,-1600,,,1520,-1340
match_3,1,940,1980,-200,1620,-3170,1090,2470,2240,1440,,,-480,640,,,-90,-40,1260,-1250,2670,-1490,-1020,-660,4470,-290,740,-1610,,,1580,-1360
match_3,1,950,2020,-220,1660,-3150,1110,2430,2240,1420,,,-450,620,,,-80,-50,1280,-1270,2690,-1490,-1000,-670,4490,-290,770,-1620,,,1640,-1390
match_3,1,960,2070,-240,1700,-3130,1140,2400,2230,1390,,,-430,610,,,-70,-60,1300,-1270,2710,-1480,-980,-690,4520,-290,810,-1630,,,1690,-1410
match_3,1,970,2120,-260,1750,-3100,1180,2350,2230,1370,,,-400,600,,,-50,-60,1320,-1280,2740,-1470,-960,-700,4540,-280,850,-1640,,,1750,-1430
match_3,1,980,2170,-290,1800,-3070,1230,2300,2230,1340,,,-370,590,,,-30,-70,1350,-1290,2790,-1450,-940,-710,4570,-280,890,-1650,,,1800,-1460
match_3,1,990,2220,-310,1850,-3050,1270,2250,2230,1310,,,-340,580,,,-10,-70,1380,-1290,2800,-1450,-920,-720,4600,-280,930,-1660,,,1860,-1480
match_3,1,1000,2270,-330,1900,-3020,1320,2200,2230,1280,,,-300,570,,,10,-80,1420,-1280,2840,-1440,-900,-730,4620,-280,970,-1670,,,1910,-1510
match_3,1,1010,2310,-360,1950,-2990,1370,2150,2240,1250,,,-270,560,,,40,-80,1460,-1280,2900,-1440,-880,-740,4650,-270,1010,-1680,,,1970,-1530
match_3,1,1020,2360,-380,2000,-2960,1420,2100,2250,1210,,,-230,550,,,70,-80,1500,-1270,2910,-1400,-860,-750,4670,-270,1050,-1680,,,2020,-1560
match_3,1,1030,2410,-400,2040,-2930,1470,2060,2260,1170,,,-190,550,,,90,-80,1560,-1260,2940,-1390,-850,-760,4700,-270,1090,-1690,,,2080,-1580
match_3,1,1040,2460,-420,2080,-2900,1520,2010,2280,1130,,,-150,540,,,130,-80,1620,-1240,3010,-1390,-830,-770,4720,-260,1140,-1700,,,2140,-1610
match_3,1,1050,2500,-430,2120,-2880,1570,1960,2300,1090,,,-100,540,,,160,-80,1680,-1220,3050,-1330,-810,-780,4740,-260,1180,-1700,,,2200,-1600
match_3,1,1060,2530,-440,2160,-2840,1630,1910,2320,1040,,,-60,540,,,190,-80,1740,-1200,3070,-1310,-790,-790,4760,-250,1220,-1710,,,2260,-1590
match_3,1,1070,2560,-450,2210,-2800,1670,1870,2340,1000,,,-20,530,,,230,-80,1810,-1180,3120,-1280,-770,-800,4770,-240,1260,-1710,,,2320,-1580
match_3,1,1080,2580,-450,2260,-2760,1720,1830,2360,950,,,20,530,,,270,-80,1870,-1160,3160,-1260,-750,-810,4790,-240,1300,-1710,,,2380,-1570
match_3,1,1090,2600,-440,2310,-2710,1770,1780,2380,910,,,60,530,,,300,-80,1930,-1140,3180,-1250,-730,-820,4800,-230,1340,-1710,,,2440,-1560
match_3,1,1100,2620,-430,2360,-2660,1820,1730,2410,870,,,100,530,,,340,-80,1980,-1120,3230,-1210,-710,-840,4800,-220,1390,-1710,,,2490,-1520
match_3,1,1110,2630,-420,2410,-2620,1870,1680,2430,840,,,150,530,,,380,-80,2030,-1100,3290,-1190,-690,-850,4810,-220,1430,-1710,,,2540,-1480
match_3,1,1120,2640,-410,2450,-2580,1930,1630,2460,810,,,200,530,,,420,-70,2090,-1080,3320,-1190,-680,-860,4810,-210,1470,-1710,,,2590,-1450
match_3,1,1130,2660,-400,2490,-2540,1980,1580,2490,790,,,250,520,,,460,-70,2140,-1060,3370,-1150,-660,-870,4810,-210,1510,-1710,,,2640,-1410
match_3,1,1140,2670,-390,2530,-2490,2040,1540,2530,760,,,300,520,,,500,-70,2200,-1040,3430,-1140,-640,-880,4810,-200,1550,-1710,,,2690,-1370
match_3,1,1150,2690,-380,2570,-2440,2090,1500,2560,740,,,350,520,,,540,-60,2260,-1010,3480,-1120,-620,-890,4800,-200,1580,-1700,,,2740,-1340
match_3,1,1160,2700,-370,2620,-2390,2120,1470,2600,720,,,400,520,,,580,-60,2330,-990,3530,-1100,-600,-900,4800,-190,1620,-1700,,,2800,-1300
match_3,1,1170,2720,-360,2670,-2340,2150,1450,2640,690,,,450,510,,,620,-50,2400,-960,3540,-1100,-580,-910,4790,-190,1660,-1690,,,2850,-1260
match_3,1,1180,2740,-360,2710,-2290,2160,1430,2680,660,,,500,510,,,660,-50,2450,-940,3620,-1110,-550,-910,4780,-190,1700,-1690,,,2900,-1230
match_3,1,1190,2770,-360,2760,-2240,2150,1430,2730,630,,,550,510,,,700,-40,2500,-920,3660,-1100,-520,-900,4770,-190,1730,-1680,,,2950,-1190
match_3,1,1200,2790,-360,2810,-2190,2140,1440,2790,600,,,610,500,,,730,-30,2540,-900,3700,-1100,-490,-890,4760,-190,1770,-1680,,,3000,-1150
match_3,1,1210,2830,-360,2860,-2140,2200,1410,2840,570,,,660,490,,,770,-30,2570,-890,3750,-1100,-460,-880,4750,-190,1800,-1670,,,3050,-1120
match_3,1,1220,2870,-360,2910,-2090,2210,1400,2900,540,,,720,490,,,810,-20,2590,-880,3770,-1090,-430,-870,4740,-200,1830,-1660,,,3100,-1080
match_3,1,1230,2910,-370,2960,-2030,2230,1400,2960,510,,,770,480,,,840,-10,2600,-870,3800,-1090,-400,-850,4730,-210,1870,-1650,,,3160,-1050
match_3,1,1240,2950,-380,3010,-1980,2280,1390,3020,480,,,820,480,,,880,0,2620,-860,3840,-1090,-370,-840,4720,-210,1900,-1640,,,3410,-920
match_3,1,1250,2990,-390,3060,-1930,2300,1390,3090,450,,,860,470,,,910,10,2630,-860,3870,-1080,-340,-830,4710,-220,1930,-1630,,,3670,-800
match_3,1,1260,3030,-400,3110,-1890,2330,1380,3150,410,,,900,470,,,950,20,2640,-850,3910,-1080,-320,-810,4700,-240,1960,-1620,,,3930,-670
match_3,1,1270,3070,-400,3150,-1840,2390,1360,3220,370,,,950,460,,,980,30,2660,-840,3940,-1080,-290,-800,4700,-260,1990,-1610,,,4180,-550
match_3,1,1280,3110,-410,3190,-1810,2420,1350,3290,330,,,990,460,,,1010,40,2670,-830,3960,-1070,-260,-790,4700,-270,2010,-1600,,,4440,-420
match_3,1,1290,3140,-420,3230,-1770,2460,1340,3350,300,,,1030,460,,,1040,50,2680,-830,3980,-1070,-240,-770,4700,-300,2040,-1590,,,4700,-300
match_3,1,1300,3170,-430,3270,-1720,2500,1320,3400,270,,,1070,450,,,1070,60,2700,-820,4000,-1070,-220,-750,4710,-320,2070,-1580,,,4630,-360
match_3,1,1310,3190,-430,3320,-1680,2530,1310,3440,260,,,1110,450,,,1100,70,2710,-810,4000,-1060,-190,-740,4710,-340,2100,-1570,,,4570,-420
match_3,1,1320,3210,-440,3360,-1640,2570,1300,3470,260,,,1150,450,,,1120,80,2740,-810,3990,-1060,-170,-720,4720,-360,2120,-1560,,,4500,-490
match_3,1,1330,3220,-450,3400,-1600,2620,1280,3510,240,,,1180,450,,,1150,90,2760,-800,3990,-1050,-150,-710,4730,-380,2150,-1560,,,4440,-550
match_3,1,1340,3240,-460,3450,-1560,2700,1240,3550,220,,,1220,450,,,1180,100,2780,-790,3980,-1050,-130,-690,4730,-400,2170,-1550,,,4370,-610
match_3,1,1350,3260,-460,3490,-1520,2760,1220,3600,190,,,1250,450,,,1200,110,2800,-780,3970,-1040,-110,-680,4740,-410,2200,-1550,,,4310,-680
match_3,1,1360,3270,-470,3530,-1480,2820,1200,3640,160,,,1290,450,,,1230,110,2820,-770,3970,-1040,-90,-660,4750,-430,2220,-1550,,,4240,-740
match_3,1,1370,3290,-480,3570,-1440,2880,1170,3680,130,,,1320,450,,,1250,120,2850,-760,3890,-1050,-70,-650,4770,-440,2250,-1550,,,4180,-800
match_3,1,1380,3300,-480,3620,-1400,2940,1150,3720,90,,,1350,450,,,1280,130,2880,-750,3920,-1030,-50,-640,4780,-450,2270,-1550,,,4110,-870
match_3,1,1390,3310,-490,3660,-1360,2990,1130,3760,60,,,1390,450,,,1300,140,2910,-730,3950,-1020,-30,-620,4790,-450,2290,-1560,,,4050,-930
match_3,1,1400,3320,-490,3710,-1320,3050,1100,3790,30,,,1420,450,,,1320,140,2940,-720,3990,-1000,-10,-610,4810,-460,2320,-1560,,,3990,-1000
match_3,1,1410,3330,-500,3760,-1280,3110,1080,3810,10,,,1440,450,,,1350,140,2990,-690,4020,-980,10,-600,4830,-470,2340,-1570,,,4060,-990
match_3,1,1420,3330,-500,3810,-1250,3160,1060,3830,0,,,1470,460,,,1370,150,3050,-660,4050,-960,20,-590,4850,-470,2360,-1580,,,4140,-980
match_3,1,1430,3340,-510,3860,-1220,3220,1030,3840,0,,,1500,460,,,1390,150,3100,-630,4080,-940,40,-580,4870,-480,2390,-1580,,,4220,-970
match_3,1,1440,3340,-510,3910,-1190,3270,1010,3860,-10,,,1530,460,,,1410,150,3160,-600,4100,-920,60,-570,4890,-480,2410,-1590,,,4300,-960
match_3,1,1450,3350,-510,3950,-1160,3320,990,3870,-10,,,1550,460,,,1440,150,3220,-570,4130,-900,70,-560,4910,-490,2430,-1600,,,4380,-950
match_3,1,1460,3350,-520,4000,-1140,3380,970,3900,-30,,,1580,460,,,1460,150,3270,-540,4160,-880,90,-550,4930,-500,2450,-1610,,,4460,-940
match_3,1,1470,3360,-520,4040,-1130,3430,940,3930,-60,,,1600,460,,,1480,150,3320,-500,4190,-860,110,-540,4950,-510,2470,-1620,,,4540,-930
match_3,1,1480,3360,-530,4080,-1110,3480,920,3970,-90,,,1620,460,,,1500,150,3380,-480,4230,-840,120,-530,4970,-520,2490,-1630,,,4620,-920
match_3,1,1490,3370,-530,4120,-1100,3550,880,4000,-110,,,1650,460,,,1520,140,3440,-450,4260,-830,140,-530,5000,-530,2510,-1640,,,4690,-910
match_3,1,1500,3370,-530,4170,-1080,3590,870,4050,-130,,,1670,460,,,1540,140,3500,-420,4300,-810,160,-520,5020,-540,2530,-1650,,,4770,-900
match_3,1,1510,3380,-540,4210,-1070,3640,850,4100,-140,,,1690,460,,,1560,140,3550,-390,4330,-800,170,-510,5040,-550,2550,-1650,,,4850,-890
match_3,1,1520,3390,-550,4250,-1060,3680,840,4140,-120,,,1710,460,,,1580,140,3610,-360,4370,-800,190,-510,5060,-560,2570,-1660,,,4930,-880
match_3,1,1530,3410,-550,4290,-1060,3720,840,4180,-110,,,1730,460,,,1600,130,3670,-330,4410,-790,200,-500,5070,-570,2590,-1670,,,5010,-870
match_3,1,1540,3420,-560,4330,-1050,3760,830,4210,-100,,,1750,460,,,1620,130,3730,-310,4440,-780,220,-500,5090,-570,2600,-1680,,,5090,-860
match_3,1,1550,3440,-570,4360,-1050,3800,820,4240,-90,,,1770,460,,,1630,130,3780,-280,4470,-780,230,-490,5100,-580,2620,-1690,,,5170,-850
match_3,1,1560,3460,-580,4390,-1040,3850,810,4280,-100,,,1780,460,,,1650,130,3820,-260,4490,-780,250,-490,5110,-580,2640,-1690,,,5250,-840
match_3,1,1570,3480,-590,4410,-1040,3890,790,4320,-130,,,1800,460,,,1670,130,3860,-240,4510,-780,260,-490,5130,-590,2660,-1700,,,5250,-840
match_3,1,1580,3500,-600,4420,-1030,3920,770,4360,-150,,,1820,450,,,1680,130,3900,-230,4530,-780,280,-480,5140,-590,2670,-1700,,,5250,-840
