MatchId,IdPeriod,Time,home_120_x,home_120_y,home_153_x,home_153_y,home_273_x,home_273_y,home_36_x,home_36_y,home_452_x,home_452_y,home_597_x,home_597_y,home_616_x,home_616_y,home_688_x,home_688_y,home_797_x,home_797_y,home_827_x,home_827_y,home_8_x,home_8_y,home_933_x,home_933_y,home_962_x,home_962_y,home_966_x,home_966_y
match_4,1,150,,,10,1750,370,-1030,-1960,-630,-1210,160,-4600,-140,,,,,-1600,1710,-250,-2010,-330,-700,-810,-300,-1910,-1760,-1980,620
match_4,1,160,,,20,1740,420,-1030,-1950,-640,-1190,160,-4590,-140,,,,,-1610,1710,-240,-2010,-300,-700,-800,-310,-1910,-1770,-1980,610
match_4,1,170,,,30,1730,460,-1040,-1940,-650,-1180,150,-4580,-150,,,,,-1620,1720,-230,-2020,-280,-700,-780,-330,-1910,-1780,-1970,600
match_4,1,180,,,40,1730,520,-1040,-1930,-670,-1160,160,-4570,-160,,,,,-1630,1720,-220,-2020,-250,-700,-760,-350,-1910,-1790,-1970,590
match_4,1,190,,,60,1720,590,-1050,-1910,-690,-1140,160,-4560,-160,,,,,-1640,1720,-200,-2030,-220,-700,-740,-360,-1900,-1800,-1960,580
match_4,1,200,,,70,1710,650,-1060,-1900,-710,-1120,160,-4540,-160,,,,,-1640,1720,-180,-2040,-190,-700,-720,-380,-1900,-1820,-1950,560
match_4,1,210,,,80,1700,720,-1070,-1890,-720,-1100,170,-4530,-160,,,,,-1650,1730,-170,-2050,-150,-710,-690,-400,-1900,-1850,-1940,550
match_4,1,220,,,100,1690,790,-1070,-1880,-740,-1070,180,-4520,-160,,,,,-1660,1730,-140,-2070,-110,-730,-660,-430,-1890,-1860,-1930,530
match_4,1,230,,,110,1680,850,-1080,-1870,-760,-1050,200,-4500,-160,,,,,-1670,1730,-110,-2090,-70,-740,-630,-460,-1890,-1920,-1920,510
match_4,1,240,,,130,1670,930,-1070,-1860,-770,-1020,210,-4490,-170,,,,,-1670,1730,-80,-2110,-30,-770,-590,-490,-1880,-1970,-1910,490
match_4,1,250,,,150,1650,990,-1080,-1840,-780,-990,220,-4470,-170,,,,,-1680,1730,-60,-2130,10,-800,-560,-530,-1860,-1980,-1900,470
match_4,1,260,,,160,1640,1050,-1100,-1820,-800,-970,230,-4460,-170,,,,,-1680,1730,-30,-2150,50,-820,-510,-570,-1850,-2000,-1880,450
match_4,1,270,,,180,1630,1110,-1120,-1800,-810,-950,230,-4440,-170,,,,,-1690,1730,0,-2170,90,-840,-470,-610,-1830,-2010,-1870,430
match_4,1,280,,,190,1610,1190,-1150,-1780,-830,-930,240,-4430,-170,,,,,-1690,1730,30,-2200,130,-850,-430,-650,-1820,-2010,-1860,420
match_4,1,290,,,210,1600,1260,-1170,-1760,-850,-910,240,-4410,-170,,,,,-1690,1720,60,-2210,170,-850,-390,-690,-1800,-2020,-1850,400
match_4,1,300,,,230,1580,1330,-1190,-1740,-860,-890,230,-4400,-170,,,,,-1700,1720,90,-2230,210,-840,-350,-730,-1780,-2030,-1840,380
match_4,1,310,,,240,1570,1390,-1210,-1720,-880,-860,230,-4390,-170,,,,,-1700,1710,120,-2240,250,-830,-310,-760,-1760,-2040,-1830,360
match_4,1,320,,,260,1560,1460,-1230,-1700,-900,-840,230,-4370,-170,,,,,-1700,1710,150,-2250,300,-800,-260,-790,-1740,-2040,-1820,350
match_4,1,330,,,270,1540,1520,-1250,-1680,-910,-810,220,-4360,-180,,,,,-1700,1700,180,-2260,350,-780,-220,-810,-1710,-2050,-1800,340
match_4,1,340,,,290,1530,1580,-1270,-1660,-930,-770,220,-4350,-180,,,,,-1700,1700,210,-2260,410,-760,-180,-820,-1690,-2050,-1790,330
match_4,1,350,,,310,1520,1640,-1280,-1640,-940,-740,210,-4340,-180,,,,,-1690,1690,230,-2270,470,-730,-150,-830,-1670,-2050,-1780,320
match_4,1,360,,,320,1520,1690,-1280,-1620,-950,-700,200,-4330,-180,,,,,-1690,1690,260,-2270,520,-710,-110,-820,-1650,-2050,-1760,320
match_4,1,370,,,340,1510,1750,-1290,-1600,-960,-660,200,-4320,-180,,,,,-1680,1690,290,-2270,570,-700,-70,-810,-1630,-2060,-1750,320
match_4,1,380,,,350,1510,1800,-1280,-1580,-970,-620,200,-4310,-180,,,,,-1670,1690,310,-2270,610,-670,-30,-810,-1600,-2050,-1740,320
match_4,1,390,,,370,1510,1840,-1270,-1560,-970,-580,200,-4300,-180,,,,,-1660,1690,340,-2260,640,-640,0,-800,-1580,-2050,-1730,320
match_4,1,400,,,390,1510,1890,-1260,-1540,-970,-540,210,-4290,-180,,,,,-1650,1690,360,-2250,680,-600,40,-790,-1560,-2050,-1720,320
match_4,1,410,,,400,1510,1930,-1250,-1520,-980,-490,220,-4290,-180,,,,,-1640,1690,380,-2240,710,-550,80,-780,-1540,-2040,-1710,330
match_4,1,420,,,420,1520,1970,-1240,-1500,-970,-450,240,-4280,-180,,,,,-1620,1700,410,-2220,750,-500,110,-770,-1520,-2040,-1690,340
match_4,1,430,,,430,1530,2010,-1220,-1480,-970,-400,260,-4270,-180,,,,,-1610,1700,430,-2200,780,-450,150,-750,-1500,-2030,-1680,360
match_4,1,440,,,450,1540,2050,-1200,-1460,-960,-360,280,-4260,-180,,,,,-1590,1710,450,-2180,830,-400,180,-720,-1480,-2020,-1670,370
match_4,1,450,,,460,1550,2080,-1180,-1440,-950,-320,300,-4260,-170,,,,,-1570,1720,470,-2160,870,-360,210,-700,-1460,-2010,-1670,390
match_4,1,460,,,470,1570,2110,-1150,-1430,-940,-290,320,-4250,-170,,,,,-1550,1730,490,-2130,910,-300,230,-660,-1440,-2000,-1660,410
match_4,1,470,,,490,1580,2130,-1120,-1410,-930,-250,340,-4240,-160,,,,,-1530,1740,500,-2100,960,-280,250,-630,-1430,-1990,-1650,430
match_4,1,480,,,500,1600,2150,-1090,-1400,-910,-220,370,-4230,-150,,,,,-1510,1750,520,-2070,1000,-250,280,-590,-1410,-1980,-1640,450
match_4,1,490,,,510,1620,2150,-1050,-1390,-900,-200,400,-4220,-150,,,,,-1490,1770,530,-2030,1040,-190,300,-550,-1400,-1960,-1640,480
match_4,1,500,,,520,1650,2160,-1020,-1370,-880,-170,420,-4220,-140,,,,,-1460,1780,540,-2000,1080,-140,320,-510,-1380,-1950,-1630,500
match_4,1,510,,,530,1670,2160,-980,-1360,-860,-150,450,-4210,-130,,,,,-1440,1800,560,-1960,1120,-90,340,-470,-1370,-1930,-1630,530
match_4,1,520,,,550,1700,2160,-940,-1350,-840,-120,480,-4200,-120,,,,,-1420,1820,570,-1920,1150,-40,360,-430,-1360,-1920,-1630,560
match_4,1,530,,,560,1720,2170,-910,-1350,-810,-100,510,-4190,-100,,,,,-1400,1840,580,-1890,1180,10,380,-380,-1350,-1900,-1630,580
match_4,1,540,,,570,1750,2160,-870,-1340,-790,-80,540,-4180,-90,,,,,-1370,1870,580,-1850,1220,50,400,-340,-1340,-1880,-1620,610
match_4,1,550,,,580,1780,2160,-830,-1330,-770,-50,580,-4180,-80,,,,,-1350,1890,590,-1810,1260,110,430,-300,-1330,-1870,-1620,640
match_4,1,560,,,600,1820,2150,-800,-1330,-740,-30,610,-4170,-70,,,,,-1330,1920,600,-1770,1300,170,450,-260,-1330,-1850,-1630,670
match_4,1,570,,,610,1850,2150,-760,-1330,-710,-10,650,-4160,-60,,,,,-1300,1950,600,-1730,1340,230,470,-220,-1320,-1830,-1630,700
match_4,1,580,,,630,1880,2140,-730,-1320,-690,10,690,-4150,-50,,,,,-1280,1980,610,-1700,1380,290,490,-180,-1320,-1810,-1630,730
match_4,1,590,,,640,1910,2130,-690,-1320,-660,30,730,-4150,-40,,,,,-1250,2010,620,-1660,1430,360,500,-140,-1310,-1790,-1630,760
match_4,1,600,,,660,1950,2120,-660,-1320,-630,50,780,-4140,-30,,,,,-1230,2040,620,-1620,1470,420,510,-100,-1310,-1770,-1630,790
match_4,1,610,,,680,1980,2110,-630,-1320,-600,70,820,-4140,-20,,,,,-1200,2070,630,-1590,1510,480,520,-70,-1300,-1750,-1630,820
match_4,1,620,,,700,2020,2100,-600,-1320,-570,90,870,-4130,-10,,,,,-1180,2110,630,-1550,1540,540,530,-30,-1300,-1730,-1630,850
match_4,1,630,,,730,2060,2090,-570,-1320,-540,110,920,-4120,0,,,,,-1150,2140,640,-1520,1570,590,540,10,-1300,-1710,-1630,890
match_4,1,640,,,760,2110,2080,-550,-1320,-510,130,970,-4120,10,,,,,-1120,2180,640,-1480,1600,640,550,50,-1290,-1690,-1630,920
match_4,1,650,,,790,2170,2080,-520,-1320,-480,150,1020,-4110,20,,,,,-1090,2210,650,-1450,1620,690,560,80,-1290,-1670,-1630,960
match_4,1,660,,,830,2220,2070,-500,-1320,-450,160,1070,-4110,30,,,,,-1060,2240,650,-1420,1640,740,570,120,-1290,-1650,-1630,990
match_4,1,670,,,860,2260,2060,-480,-1330,-420,180,1120,-4100,40,,,,,-1040,2270,660,-1390,1660,800,570,160,-1290,-1630,-1630,1030
match_4,1,680,,,890,2310,2050,-460,-1330,-390,200,1160,-4100,50,,,,,-1010,2300,660,-1360,1680,840,580,200,-1290,-1620,-1630,1070
match_4,1,690,,,920,2350,2040,-440,-1330,-360,220,1200,-4090,60,,,,,-980,2330,670,-1330,1690,880,590,230,-1290,-1600,-1630,1110
match_4,1,700,,,950,2400,2040,-420,-1330,-330,250,1240,-4090,60,,,,,-950,2360,670,-1300,1710,920,600,270,-1290,-1580,-1620,1140
match_4,1,710,,,980,2450,2030,-410,-1330,-290,270,1280,-4090,70,,,,,-910,2400,680,-1270,1720,970,610,310,-1290,-1560,-1620,1180
match_4,1,720,,,1020,2510,2030,-390,-1330,-260,290,1320,-4080,80,,,,,-870,2430,690,-1240,1730,1020,610,350,-1290,-1540,-1610,1220
match_4,1,730,,,1070,2570,2020,-380,-1330,-230,310,1360,-4080,90,,,,,-830,2470,690,-1210,1740,1070,620,390,-1290,-1520,-1600,1260
match_4,1,740,,,1110,2630,2020,-360,-1330,-190,330,1410,-4070,100,,,,,-780,2500,700,-1190,1750,1120,620,430,-1290,-1510,-1590,1300
match_4,1,750,,,1140,2680,2020,-340,-1330,-160,350,1450,-4070,110,,,,,-730,2540,710,-1160,1770,1180,620,470,-1290,-1490,-1590,1340
match_4,1,760,,,1170,2730,2010,-330,-1330,-120,370,1500,-4070,120,,,,,-690,2570,720,-1140,1780,1230,620,520,-1290,-1470,-1570,1390
match_4,1,770,,,1200,2780,2010,-320,-1330,-90,390,1550,-4070,130,,,,,-640,2600,720,-1110,1790,1270,610,570,-1290,-1460,-1560,1430
match_4,1,780,,,1220,2830,2010,-300,-1330,-60,410,1600,-4060,140,,,,,-600,2630,730,-1080,1800,1320,610,620,-1290,-1440,-1550,1470
match_4,1,790,,,1230,2870,2010,-290,-1330,-20,420,1650,-4060,150,,,,,-560,2660,740,-1060,1810,1360,600,670,-1290,-1430,-1540,1510
match_4,1,800,,,1240,2910,2010,-280,-1330,10,430,1690,-4060,150,,,,,-520,2690,740,-1030,1820,1400,600,720,-1290,-1410,-1520,1550
match_4,1,810,,,1250,2940,2000,-260,-1330,50,440,1740,-4060,160,,,,,-480,2710,750,-1010,1830,1430,590,760,-1290,-1390,-1500,1590
match_4,1,820,,,1250,2980,2000,-250,-1330,80,440,1780,-4050,170,,,,,-450,2730,750,-990,1840,1470,590,810,-1290,-1380,-1480,1620
match_4,1,830,,,1260,3010,2000,-240,-1330,110,450,1820,-4050,180,,,,,-420,2750,750,-960,1850,1510,580,860,-1290,-1360,-1460,1660
match_4,1,840,,,1250,3030,2000,-230,-1330,150,440,1860,-4050,190,,,,,-400,2770,760,-940,1850,1540,570,890,-1290,-1340,-1440,1700
match_4,1,850,,,1250,3050,1990,-220,-1330,180,440,1900,-4040,210,,,,,-380,2780,760,-910,1860,1570,550,930,-1290,-1330,-1420,1730
match_4,1,860,,,1230,3060,1990,-210,-1330,210,420,1940,-4040,220,,,,,-370,2790,760,-890,1860,1610,530,950,-1290,-1310,-1400,1760
match_4,1,870,,,1220,3070,1980,-200,-1340,240,400,1970,-4040,230,,,,,-370,2800,760,-870,1860,1640,510,970,-1300,-1290,-1370,1790
match_4,1,880,,,1200,3070,1970,-200,-1340,280,380,2000,-4030,240,,,,,-390,2800,760,-850,1850,1660,480,990,-1300,-1280,-1340,1820
match_4,1,890,,,1180,3070,1960,-190,-1350,310,350,2030,-4030,250,,,,,-410,2800,750,-830,1840,1690,450,1000,-1300,-1260,-1320,1850
match_4,1,900,,,1150,3060,1950,-180,-1350,340,310,2060,-4020,270,,,,,-430,2800,750,-810,1830,1720,420,1000,-1310,-1250,-1290,1870
match_4,1,910,,,1130,3060,1940,-170,-1360,370,270,2080,-4020,280,,,,,-460,2800,740,-790,1820,1740,390,1010,-1310,-1230,-1260,1900
match_4,1,920,,,1110,3060,1930,-170,-1370,400,230,2090,-4010,290,,,,,-470,2800,740,-770,1800,1770,360,1020,-1320,-1220,-1230,1920
match_4,1,930,,,1090,3060,1920,-160,-1380,430,200,2100,-4000,300,,,,,-500,2800,730,-750,1790,1790,330,1030,-1320,-1210,-1200,1940
match_4,1,940,,,1070,3050,1900,-150,-1390,460,160,2110,-4000,320,,,,,-540,2800,720,-740,1770,1810,300,1040,-1330,-1200,-1160,1950
match_4,1,950,,,1040,3050,1890,-140,-1400,490,120,2110,-3990,330,,,,,-580,2800,710,-730,1740,1820,270,1050,-1340,-1180,-1130,1970
match_4,1,960,,,1020,3040,1870,-140,-1410,510,90,2110,-3990,340,,,,,-620,2790,710,-710,1720,1840,240,1060,-1350,-1170,-1100,1980
match_4,1,970,,,990,3030,1850,-130,-1420,540,50,2110,-3980,350,,,,,-670,2790,700,-700,1690,1850,210,1060,-1350,-1160,-1070,1980
match_4,1,980,,,970,3020,1840,-120,-1430,560,20,2110,-3980,360,,,,,-720,2790,690,-690,1670,1870,180,1070,-1360,-1150,-1030,1990
match_4,1,990,,,940,3010,1820,-120,-1450,590,-20,2110,-3980,370,,,,,-760,2780,680,-680,1640,1880,150,1080,-1370,-1140,-1000,1990
match_4,1,1000,,,910,3000,1800,-110,-1460,610,-60,2100,-3970,370,,,,,-800,2780,670,-670,1610,1880,110,1090,-1380,-1130,-960,1980
match_4,1,1010,,,890,2990,1780,-100,-1470,630,-90,2090,-3970,380,,,,,-840,2770,660,-670,1580,1890,80,1100,-1390,-1120,-920,1970
match_4,1,1020,,,870,2970,1760,-100,-1490,650,-140,2080,-3970,380,,,,,-890,2760,650,-660,1550,1900,40,1110,-1410,-1120,-890,1960
match_4,1,1030,,,840,2960,1730,-90,-1500,670,-180,2060,-3970,390,,,,,-930,2750,640,-660,1520,1900,0,1120,-1420,-1110,-850,1950
match_4,1,1040,,,820,2950,1710,-80,-1510,690,-230,2040,-3970,390,,,,,-980,2740,630,-650,1490,1900,-40,1130,-1430,-1100,-820,1930
match_4,1,1050,,,800,2930,1690,-70,-1530,710,-270,2010,-3970,390,,,,,-1030,2720,620,-650,1450,1900,-80,1140,-1440,-1100,-780,1900
match_4,1,1060,,,780,2920,1660,-60,-1540,720,-320,1990,-3970,380,,,,,-1080,2700,620,-640,1420,1900,-120,1150,-1450,-1090,-750,1880
match_4,1,1070,,,770,2900,1640,-50,-1550,740,-360,1970,-3980,380,,,,,-1120,2690,610,-640,1390,1900,-160,1150,-1460,-1090,-710,1850
match_4,1,1080,,,760,2890,1610,-30,-1560,750,-400,1960,-3980,370,,,,,-1160,2670,610,-640,1360,1890,-200,1160,-1470,-1090,-680,1820
match_4,1,1090,,,750,2880,1590,-20,-1580,760,-440,1950,-3990,370,,,,,-1190,2650,600,-640,1330,1890,-240,1170,-1480,-1080,-650,1790
match_4,1,1100,,,740,2870,1560,0,-1590,770,-480,1940,-4000,360,,,,,-1230,2630,600,-640,1300,1880,-270,1170,-1490,-1080,-610,1760
match_4,1,1110,,,730,2850,1540,10,-1600,780,-510,1930,-4000,350,,,,,-1260,2610,600,-640,1270,1880,-290,1180,-1500,-1090,-580,1730
match_4,1,1120,,,730,2840,1510,30,-1610,790,-550,1930,-4010,340,,,,,-1300,2590,600,-640,1240,1870,-310,1180,-1510,-1090,-550,1700
match_4,1,1130,,,730,2830,1480,50,-1630,800,-580,1920,-4020,320,,,,,-1330,2560,600,-650,1210,1860,-320,1180,-1510,-1090,-530,1670
match_4,1,1140,,,730,2830,1460,80,-1640,800,-610,1910,-4030,310,,,,,-1360,2540,600,-650,1190,1850,-330,1170,-1520,-1090,-520,1640
match_4,1,1150,,,740,2820,1430,100,-1650,810,-640,1900,-4040,300,,,,,-1380,2520,600,-660,1160,1850,-340,1170,-1530,-1100,-530,1620
match_4,1,1160,,,740,2820,1410,120,-1670,810,-660,1890,-4050,280,,,,,-1410,2490,600,-660,1130,1840,-340,1160,-1530,-1110,-540,1600
match_4,1,1170,,,750,2810,1380,150,-1680,810,-680,1870,-4060,270,,,,,-1430,2470,600,-670,1110,1830,-340,1160,-1540,-1110,-550,1570
match_4,1,1180,,,760,2810,1360,170,-1690,810,-700,1860,-4070,260,,,,,-1460,2450,600,-680,1080,1830,-350,1150,-1540,-1120,-570,1550
match_4,1,1190,,,770,2810,1340,190,-1710,800,-710,1850,-4080,250,,,,,-1480,2430,600,-690,1060,1820,-350,1150,-1550,-1130,-580,1530
match_4,1,1200,,,790,2810,1310,220,-1720,800,-730,1830,-4090,230,,,,,-1500,2410,600,-700,1040,1810,-360,1140,-1550,-1140,-590,1510
match_4,1,1210,,,800,2810,1290,240,-1740,790,-740,1820,-4100,220,,,,,-1520,2390,600,-710,1010,1810,-360,1140,-1560,-1150,-610,1480
match_4,1,1220,,,810,2810,1270,260,-1750,780,-750,1800,-4110,210,,,,,-1530,2370,600,-720,990,1800,-360,1130,-1570,-1160,-630,1460
match_4,1,1230,,,830,2810,1250,280,-1760,770,-760,1790,-4120,200,,,,,-1550,2350,600,-730,970,1800,-370,1110,-1570,-1180,-650,1440
match_4,1,1240,,,840,2810,1230,290,-1770,750,-760,1780,-4130,200,,,,,-1570,2340,600,-760,950,1790,-370,1080,-1580,-1190,-680,1420
match_4,1,1250,,,850,2810,1220,310,-1780,730,-770,1760,-4130,190,,,,,-1580,2330,600,-780,930,1790,-380,1050,-1580,-1210,-710,1410
match_4,1,1260,,,870,2810,1200,320,-1790,710,-780,1750,-4140,180,,,,,-1600,2310,600,-810,910,1780,-380,1010,-1590,-1230,-740,1390
match_4,1,1270,,,880,2800,1180,320,-1800,690,-790,1730,-4140,180,,,,,-1610,2300,600,-840,890,1770,-390,960,-1600,-1240,-770,1370
match_4,1,1280,,,900,2800,1170,330,-1810,660,-800,1720,-4150,170,,,,,-1620,2290,600,-880,880,1770,-390,910,-1600,-1260,-800,1360
match_4,1,1290,,,910,2800,1160,330,-1820,640,-810,1700,-4150,160,,,,,-1630,2290,600,-930,860,1760,-400,860,-1610,-1290,-830,1350
match_4,1,1300,,,920,2790,1140,330,-1820,610,-820,1690,-4160,160,,,,,-1640,2280,600,-970,840,1750,-400,810,-1620,-1310,-860,1330
match_4,1,1310,,,930,2790,1130,320,-1830,580,-830,1660,-4160,150,,,,,-1650,2270,600,-1020,830,1740,-410,760,-1620,-1340,-900,1320
match_4,1,1320,,,940,2780,1120,310,-1830,550,-840,1640,-4170,150,,,,,-1660,2270,600,-1060,820,1730,-410,710,-1630,-1360,-940,1310
match_4,1,1330,,,960,2780,1110,310,-1830,520,-840,1620,-4180,140,,,,,-1670,2260,600,-1110,800,1720,-410,660,-1640,-1390,-970,1300
match_4,1,1340,,,970,2770,1110,290,-1840,490,-850,1590,-4180,140,,,,,-1680,2260,600,-1150,790,1710,-420,610,-1650,-1420,-1010,1290
match_4,1,1350,,,980,2770,1100,280,-1840,460,-850,1570,-4190,130,,,,,-1680,2250,600,-1190,780,1700,-420,570,-1650,-1450,-1050,1280
match_4,1,1360,,,990,2760,1100,260,-1840,440,-860,1540,-4190,120,,,,,-1690,2250,600,-1220,770,1690,-420,530,-1660,-1480,-1080,1270
match_4,1,1370,,,1000,2750,1100,230,-1840,410,-860,1510,-4200,120,,,,,-1690,2240,610,-1270,760,1670,-420,490,-1670,-1510,-1120,1260
match_4,1,1380,,,1010,2750,1100,210,-1840,390,-860,1490,-4210,110,,,,,-1690,2240,610,-1310,750,1660,-420,460,-1680,-1550,-1160,1250
match_4,1,1390,,,1020,2740,1110,180,-1840,380,-860,1460,-4210,110,,,,,-1690,2240,610,-1350,740,1650,-410,420,-1680,-1580,-1200,1240
match_4,1,1400,,,1030,2730,1110,150,-1840,370,-860,1430,-4220,100,,,,,-1690,2230,610,-1400,730,1630,-410,380,-1690,-1610,-1240,1230
match_4,1,1410,,,1030,2730,1110,130,-1830,360,-860,1400,-4230,90,,,,,-1690,2230,620,-1450,720,1620,-410,350,-1690,-1640,-1280,1230
match_4,1,1420,,,1040,2720,1120,100,-1830,350,-860,1370,-4230,90,,,,,-1680,2230,630,-1500,720,1600,-410,310,-1700,-1680,-1310,1220
match_4,1,1430,,,1050,2720,1130,80,-1830,350,-860,1340,-4240,80,,,,,-1680,2230,630,-1550,710,1590,-410,280,-1700,-1710,-1350,1210
match_4,1,1440,,,1060,2710,1130,60,-1820,350,-860,1320,-4240,70,,,,,-1670,2230,640,-1610,700,1580,-410,240,-1700,-1740,-1390,1210
match_4,1,1450,,,1070,2710,1140,40,-1820,360,-860,1290,-4250,70,,,,,-1670,2230,650,-1660,690,1560,-410,200,-1700,-1770,-1420,1210
match_4,1,1460,,,1080,2710,1150,20,-1810,370,-860,1270,-4250,60,,,,,-1660,2230,660,-1710,690,1550,-400,170,-1700,-1800,-1460,1200
match_4,1,1470,,,1090,2710,1160,10,-1810,380,-860,1240,-4260,60,,,,,-1650,2240,670,-1750,680,1540,-400,130,-1700,-1830,-1490,1200
match_4,1,1480,,,1100,2710,1170,-10,-1800,390,-860,1220,-4260,50,,,,,-1630,2240,680,-1790,670,1530,-400,100,-1700,-1860,-1520,1200
match_4,1,1490,,,1110,2720,1190,-20,-1790,410,-850,1200,-4270,50,,,,,-1620,2250,690,-1830,660,1520,-400,60,-1690,-1880,-1550,1210
match_4,1,1500,,,1130,2720,1200,-20,-1790,430,-850,1180,-4270,50,,,,,-1610,2250,710,-1870,660,1520,-400,20,-1680,-1910,-1580,1210
match_4,1,1510,,,1140,2730,1210,-30,-1780,450,-850,1160,-4280,40,,,,,-1590,2260,720,-1910,650,1510,-410,-20,-1680,-1930,-1610,1210
match_4,1,1520,,,1160,2740,1230,-30,-1770,460,-850,1140,-4280,40,,,,,-1570,2270,730,-1950,650,1510,-410,-60,-1670,-1950,-1640,1220
match_4,1,1530,,,1180,2750,1240,-20,-1750,480,-850,1130,-4280,30,,,,,-1560,2280,750,-1980,650,1500,-410,-100,-1660,-1970,-1660,1230
match_4,1,1540,,,1190,2750,1260,-20,-1740,500,-840,1110,-4290,30,,,,,-1540,2290,770,-2010,650,1500,-420,-130,-1650,-1990,-1690,1240
match_4,1,1550,,,1210,2760,1270,-10,-1730,510,-840,1100,-4290,30,,,,,-1520,2300,790,-2040,650,1500,-420,-170,-1640,-2000,-1710,1250
match_4,1,1560,,,1230,2770,1290,-10,-1710,520,-830,1080,-4290,30,,,,,-1490,2310,810,-2060,650,1510,-420,-200,-1620,-2010,-1730,1260
match_4,1,1570,,,1250,2770,1310,0,-1690,530,-830,1070,-4290,20,,,,,-1470,2320,830,-2090,650,1510,-420,-230,-1610,-2030,-1740,1270
match_4,1,1580,,,1280,2780,1320,20,-1680,530,-820,1060,-4300,20,,,,,-1440,2330,850,-2110,660,1510,-420,-260,-1590,-2030,-1760,1280
match_4,1,1590,,,1310,2790,1340,30,-1660,530,-810,1040,-4300,20,,,,,-1420,2340,870,-2120,660,1520,-410,-290,-1570,-2040,-1770,1290
match_4,1,1600,,,1350,2790,1370,60,-1640,530,-800,1030,-4300,20,,,,,-1390,2350,900,-2140,670,1520,-410,-320,-1560,-2050,-1780,1310
match_4,1,1610,,,1390,2790,1400,90,-1620,520,-780,1020,-4300,10,,,,,-1360,2360,920,-2150,680,1530,-400,-350,-1540,-2050,-1790,1320
match_4,1,1620,,,1440,2790,1440,110,-1590,510,-770,1010,-4300,10,,,,,-1330,2370,950,-2150,700,1540,-390,-370,-1520,-2050,-1790,1330
match_4,1,1630,,,1490,2780,1480,140,-1570,500,-750,1000,-4300,10,,,,,-1290,2380,980,-2160,720,1550,-380,-400,-1500,-2050,-1800,1340
match_4,1,1640,,,1550,2780,1520,170,-1550,490,-740,1000,-4300,10,,,,,-1260,2380,1000,-2160,750,1550,-370,-420,-1480,-2050,-1800,1350
match_4,1,1650,,,1600,2770,1550,200,-1520,470,-720,990,-4300,10,,,,,-1230,2390,1030,-2160,780,1560,-350,-440,-1460,-2050,-1800,1360
